id,player,Age,Pos,Games,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_rank,salary_2024_25,salary_2025_26,salary_2026_27,salary_2027_28,salary_2028_29,salary_2029_30,salary_guaranteed,salary_years,age,lt_5_ft_fgm,lt_5_ft_fga,lt_5_ft_fgpct,5_9_ft_fgm,fga_5_9_ft,5_9_ft_fgpct,10_14_ft_fgm,fga_10_14_ft,10_14_ft_fgpct,15_19_ft_fgm,fga_15_19_ft,15_19_ft_fgpct,20_24_ft_fgm,fga_20_24_ft,20_24_ft_fgpct,25_29_ft_fgm,fga_25_29_ft,25_29_ft_fgpct,team
201,Jabari Smith Jr.,21.0,PF,35.0,34.0,31.1,4.1,9.4,0.43,1.7,4.8,0.361,2.3,4.6,0.503,0.523,1.9,2.2,0.857,1.7,4.8,6.5,1.0,0.3,0.9,1.0,2.4,11.7,167.0,9770880.0,12350392.0,,,,,22121272.0,2.0,21.0,1.4,2.3,62.0,0.2,0.6,36.4,0.6,1.1,48.7,0.1,0.5,27.8,0.6,1.6,39.3,1.1,3.2,35.2,HOU
202,Jabari Walker,22.0,SF,40.0,1.0,10.9,1.5,3.2,0.48,0.3,1.1,0.286,1.2,2.1,0.576,0.528,0.7,1.0,0.675,0.8,2.5,3.3,0.5,0.6,0.1,0.5,1.3,4.0,406.0,2019699.0,,,,,,2019699.0,1.0,22.0,1.1,1.7,64.1,0.0,0.2,14.3,0.0,0.1,50.0,0.0,0.1,25.0,0.2,0.6,36.4,0.1,0.4,17.6,POR
203,Jack McVeigh,28.0,PF,6.0,0.0,3.5,0.5,1.8,0.273,0.3,1.3,0.25,0.2,0.5,0.333,0.364,0.0,0.0,,0.2,0.5,0.7,0.2,0.0,0.2,0.2,0.2,1.3,,,,,,,,,,28.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.3,50.0,0.3,0.8,33.3,0.2,0.8,20.0,HOU
204,Jackson Rowe,28.0,PF,4.0,0.0,8.5,1.0,3.0,0.333,0.5,2.3,0.222,0.5,0.8,0.667,0.417,0.0,0.5,0.0,0.0,1.8,1.8,0.8,0.8,0.0,0.0,1.0,2.5,,,,,,,,,,28.0,0.5,0.8,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,40.0,0.0,0.8,0.0,GSW
205,Jacob Toppin,24.0,SF,16.0,0.0,3.1,0.2,0.6,0.3,0.0,0.1,0.0,0.2,0.5,0.375,0.3,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4,,,,,,,,,,24.0,0.1,0.5,28.6,0.0,0.0,0.0,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,NYK
206,Jaden Hardy,22.0,SG,43.0,3.0,15.3,2.9,6.9,0.424,1.2,3.2,0.374,1.7,3.6,0.468,0.512,1.0,1.4,0.672,0.2,1.4,1.6,1.3,0.5,0.1,1.5,1.6,8.0,405.0,2019699.0,6000000.0,6000000.0,6000000.0,,,14019699.0,4.0,22.0,1.0,1.7,57.7,0.2,0.7,35.7,0.4,0.9,47.1,0.1,0.4,18.8,0.7,1.4,45.6,0.6,1.9,32.5,DAL
207,Jaden Ivey,22.0,SG,30.0,30.0,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,198.0,7977240.0,10107163.0,,,,,18084403.0,2.0,23.0,2.9,5.0,57.3,0.7,1.7,41.2,0.4,1.2,33.3,0.3,0.7,38.1,0.5,1.5,33.3,1.6,3.4,45.6,DET
208,Jaden McDaniels,24.0,PF,58.0,58.0,32.1,4.6,9.8,0.465,1.3,3.9,0.327,3.3,5.9,0.555,0.53,1.3,1.6,0.817,1.6,4.1,5.7,1.8,1.4,0.9,1.2,2.9,11.7,72.0,23017242.0,24858622.0,26700001.0,28541380.0,30382755.0,,133500000.0,5.0,24.0,2.1,3.3,64.9,0.4,1.2,37.3,0.5,1.0,51.8,0.2,0.4,47.6,0.9,2.7,32.3,0.4,1.2,36.4,MIN
209,Jaden Springer,22.0,SG,28.0,0.0,5.6,0.5,1.3,0.405,0.3,0.7,0.35,0.3,0.6,0.471,0.5,0.6,0.8,0.739,0.2,0.8,0.9,0.4,0.4,0.0,0.2,0.6,1.9,273.0,4018363.0,,,,,,4018363.0,1.0,22.0,0.3,0.4,60.0,0.0,0.1,0.0,0.0,0.1,33.3,0.0,0.0,0.0,0.2,0.6,27.3,0.2,0.3,50.0,UTA
210,Jae Crowder,34.0,PF,7.0,2.0,13.1,0.9,2.4,0.353,0.4,1.7,0.25,0.4,0.7,0.6,0.441,0.7,0.9,0.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,435.0,1655619.0,,,,,,1655619.0,1.0,34.0,0.1,0.1,100.0,0.0,0.3,0.0,0.2,0.2,100.0,0.0,0.0,0.0,0.6,1.3,44.4,0.0,0.6,0.0,SAC
211,Jae'Sean Tate,29.0,SF,37.0,2.0,11.7,1.4,3.0,0.464,0.2,0.8,0.3,1.1,2.2,0.525,0.505,0.7,1.1,0.659,0.9,1.3,2.2,0.9,0.6,0.1,0.5,1.8,3.7,204.0,7565217.0,,,,,,7565217.0,1.0,29.0,0.9,1.6,60.7,0.2,0.5,35.0,0.0,0.1,25.0,0.0,0.0,0.0,0.3,0.6,40.9,0.0,0.2,0.0,HOU
212,Jahlil Okafor,29.0,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,489.0,119972.0,,,,,,119972.0,1.0,,,,,,,,,,,,,,,,,,,,IND
213,Jaime Jaquez Jr.,23.0,SF,46.0,11.0,23.1,3.3,7.6,0.437,0.6,2.0,0.293,2.7,5.6,0.488,0.476,2.0,2.6,0.767,1.3,3.5,4.7,2.7,1.1,0.2,1.5,1.5,9.2,282.0,3685800.0,3861600.0,5939141.0,,,,7547400.0,3.0,24.0,2.0,3.6,55.1,0.6,1.6,40.3,0.1,0.3,28.6,0.0,0.1,25.0,0.4,1.3,29.3,0.2,0.7,32.3,MIA
214,Jake LaRavia,23.0,PF,52.0,0.0,20.1,2.4,4.9,0.479,0.8,1.9,0.424,1.6,3.0,0.513,0.56,1.3,1.9,0.67,1.4,2.7,4.2,2.6,0.9,0.4,1.4,1.8,6.8,290.0,3352680.0,5163127.0,,,,,3352680.0,2.0,23.0,1.3,2.1,60.2,0.2,0.7,30.6,0.1,0.2,30.0,0.0,0.0,50.0,0.3,0.9,36.2,0.5,1.0,50.0,SAC
215,Jakob Poeltl,29.0,C,45.0,44.0,30.9,6.2,10.2,0.61,0.0,0.0,0.0,6.2,10.2,0.613,0.61,1.7,2.6,0.658,3.5,6.6,10.1,2.8,1.2,1.3,1.9,3.3,14.2,88.0,19500000.0,19500000.0,19500000.0,,,,39000000.0,3.0,29.0,4.1,5.9,68.5,1.3,2.6,50.4,0.7,1.4,52.5,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR
216,Jalen Bridges,23.0,SF,5.0,0.0,5.0,0.2,0.8,0.25,0.2,0.8,0.25,0.0,0.0,,0.375,0.2,0.4,0.5,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,,,,,,,,,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.4,0.0,PHX
217,Jalen Brunson,28.0,PG,56.0,56.0,35.2,9.0,18.4,0.491,2.3,5.9,0.395,6.7,12.5,0.536,0.554,5.6,6.8,0.82,0.4,2.4,2.9,7.4,0.9,0.1,2.5,2.2,26.0,66.0,24960001.0,34944001.0,37739521.0,40535041.0,43330561.0,,138178564.0,5.0,28.0,2.5,4.1,60.3,1.9,3.7,51.0,1.4,2.6,53.1,0.9,2.0,45.9,0.6,1.8,35.1,1.7,4.2,41.9,NYK
218,Jalen Duren,21.0,C,54.0,54.0,25.7,4.6,6.6,0.7,0.0,0.0,,4.6,6.6,0.7,0.7,1.8,2.6,0.686,3.6,6.6,10.2,2.6,0.7,1.1,1.8,3.1,11.0,258.0,4536840.0,6483144.0,,,,,11019984.0,2.0,21.0,4.2,5.9,72.3,0.3,0.7,45.9,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,DET
219,Jalen Green,22.0,SG,57.0,57.0,33.4,7.6,17.8,0.427,2.9,8.2,0.356,4.7,9.6,0.487,0.509,3.4,4.1,0.829,0.6,3.7,4.3,3.1,0.8,0.3,2.5,1.6,21.5,137.0,12483048.0,33333333.0,36000000.0,36000000.0,,,81816381.0,4.0,23.0,3.3,5.2,63.0,0.5,1.5,33.3,0.3,0.8,31.8,0.5,1.6,32.2,0.8,2.3,33.3,2.3,6.4,36.2,HOU
220,Jalen Hood-Schifino,21.0,SG,2.0,0.0,7.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,278.0,3879840.0,,,,,,3879840.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,LAL
221,Jalen Johnson,23.0,SF,36.0,36.0,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,260.0,4510905.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,154510905.0,6.0,23.0,4.8,6.9,69.1,1.0,2.6,39.8,0.3,1.2,25.6,0.1,0.4,38.5,0.6,1.8,31.3,0.7,2.2,33.3,ATL
222,Jalen McDaniels,27.0,SF,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,253.0,4741800.0,,,,,,4741800.0,1.0,,,,,,,,,,,,,,,,,,,,WAS
223,Jalen Pickett,25.0,SG,26.0,0.0,11.0,1.3,3.0,0.436,0.6,1.6,0.39,0.7,1.4,0.486,0.538,0.1,0.1,1.0,0.2,1.0,1.2,1.8,0.3,0.1,0.4,0.5,3.3,415.0,1891857.0,2221677.0,2406205.0,,,,4113534.0,3.0,25.0,0.4,0.5,69.2,0.1,0.1,50.0,0.2,0.6,25.0,0.2,0.3,50.0,0.3,0.8,33.3,0.5,1.0,47.8,DEN
224,Jalen Smith,24.0,C,51.0,1.0,15.0,3.0,6.3,0.475,1.2,3.5,0.352,1.7,2.8,0.631,0.573,1.2,1.4,0.836,1.4,4.0,5.4,0.9,0.2,0.7,0.6,1.5,8.4,186.0,8571429.0,9000000.0,9428571.0,,,,27000000.0,3.0,24.0,1.4,2.2,66.4,0.3,0.4,65.0,0.0,0.1,40.0,0.0,0.1,33.3,0.3,1.0,34.0,0.9,2.5,34.6,CHI
225,Jalen Suggs,23.0,PG,35.0,35.0,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,175.0,9188385.0,35000000.0,32400000.0,29600000.0,26800000.0,26700000.0,132988385.0,6.0,23.0,1.9,2.8,67.3,0.6,1.4,40.8,0.6,1.5,37.0,0.4,0.9,39.4,0.7,1.7,41.0,1.5,4.9,31.0,ORL
226,Jalen Williams,23.0,SG,53.0,53.0,32.6,8.1,16.9,0.477,1.7,4.9,0.354,6.3,12.0,0.528,0.528,3.0,3.9,0.777,0.9,4.6,5.5,5.1,1.8,0.7,2.2,2.4,20.9,251.0,4775760.0,6580997.0,,,,,11356757.0,2.0,23.0,3.1,5.0,61.4,1.1,2.4,44.8,1.4,2.8,50.0,0.7,1.5,47.5,0.4,1.3,28.8,1.4,3.8,37.4,OKC
227,Jalen Wilson,24.0,PF,55.0,15.0,27.2,3.2,8.0,0.396,1.4,4.4,0.316,1.8,3.5,0.497,0.484,1.5,1.9,0.824,1.1,2.4,3.5,1.9,0.5,0.1,1.1,2.1,9.3,428.0,1891857.0,2221677.0,,,,,1891857.0,2.0,24.0,1.4,2.4,60.5,0.2,0.9,25.5,0.1,0.2,36.4,0.0,0.1,40.0,0.6,1.9,32.4,0.8,2.5,30.8,BKN
228,Jamal Cain,25.0,SF,21.0,0.0,12.3,1.2,3.0,0.406,0.5,1.7,0.278,0.8,1.3,0.571,0.484,0.6,0.9,0.667,0.8,1.5,2.3,0.5,0.4,0.3,0.5,1.1,3.5,,,,,,,,,,25.0,0.5,0.7,76.9,0.3,0.5,50.0,0.0,0.2,0.0,0.1,0.1,50.0,0.3,1.3,25.9,0.2,0.5,33.3,NOP
229,Jamal Murray,27.0,PG,50.0,50.0,36.0,7.9,16.7,0.475,2.3,5.9,0.392,5.6,10.8,0.52,0.544,3.1,3.5,0.87,0.6,3.3,3.9,6.1,1.4,0.6,2.2,1.9,21.2,32.0,36016200.0,46394100.0,50105628.0,53817156.0,57528684.0,,243861768.0,5.0,27.0,2.4,3.9,62.6,0.8,1.6,47.4,1.0,2.1,46.1,1.3,2.7,47.3,1.0,2.2,43.6,1.6,4.2,37.7,DEN
230,Jamal Shead,22.0,PG,51.0,1.0,17.3,2.3,5.5,0.428,0.8,2.3,0.361,1.5,3.1,0.478,0.505,0.5,0.7,0.743,0.2,0.9,1.2,3.5,0.5,0.1,1.5,1.9,6.0,432.0,1862265.0,1955377.0,2296271.0,,,,3817642.0,3.0,22.0,0.7,1.3,52.2,0.4,0.9,46.5,0.4,0.7,48.6,0.1,0.2,33.3,0.3,0.8,38.5,0.5,1.5,34.2,TOR
231,James Harden,35.0,PG,53.0,53.0,34.4,6.4,16.0,0.396,2.8,8.3,0.342,3.5,7.7,0.455,0.485,6.2,7.0,0.883,0.6,5.2,5.8,8.6,1.5,0.7,4.5,2.1,21.7,44.0,33653846.0,36346154.0,,,,,33653846.0,2.0,35.0,1.6,2.9,53.9,0.8,2.2,35.7,0.8,2.0,41.2,0.4,0.7,52.8,0.3,1.2,29.5,2.4,6.9,35.1,LAC
232,James Johnson,37.0,PF,10.0,0.0,3.2,0.4,0.9,0.444,0.0,0.3,0.0,0.4,0.6,0.667,0.444,0.0,0.1,0.0,0.0,0.5,0.5,0.4,0.0,0.2,0.4,0.4,0.8,393.0,2087519.0,,,,,,2087519.0,1.0,38.0,0.3,0.3,100.0,0.0,0.0,0.0,0.1,0.1,100.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.0,IND
233,James Wiseman,23.0,C,1.0,0.0,5.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,346.0,2237691.0,,,,,,2237691.0,1.0,23.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IND
234,Jamison Battle,23.0,SF,39.0,0.0,12.6,1.9,4.2,0.46,1.3,3.2,0.423,0.6,1.0,0.575,0.62,0.3,0.4,0.857,0.5,1.3,1.8,0.8,0.1,0.1,0.3,1.1,5.5,452.0,1000000.0,1955377.0,2296271.0,,,,1000000.0,3.0,23.0,0.3,0.6,52.2,0.1,0.2,83.3,0.1,0.2,55.6,0.0,0.1,50.0,0.7,1.7,40.3,0.7,1.6,45.0,TOR
235,Jarace Walker,21.0,PF,52.0,1.0,16.0,2.1,4.6,0.458,0.9,2.3,0.369,1.3,2.3,0.551,0.552,0.7,1.1,0.644,0.3,2.8,3.1,1.4,0.9,0.4,1.1,1.6,5.8,219.0,6362520.0,6665520.0,8478542.0,,,,13028040.0,3.0,21.0,0.8,1.3,60.0,0.3,0.5,51.9,0.2,0.3,61.5,0.1,0.2,33.3,0.3,0.9,37.2,0.6,1.6,36.3,IND
236,Jared Butler,24.0,SG,36.0,1.0,11.6,2.7,5.7,0.466,0.5,1.5,0.321,2.2,4.3,0.516,0.507,1.1,1.4,0.788,0.4,0.9,1.4,2.7,0.4,0.2,0.9,1.2,6.9,459.0,745726.0,2349578.0,,,,,745726.0,2.0,24.0,1.4,2.1,67.6,0.5,1.5,35.3,0.2,0.5,35.3,0.2,0.3,50.0,0.1,0.3,40.0,0.4,1.1,31.7,PHI
237,Jared McCain,20.0,SG,23.0,8.0,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,272.0,4020360.0,4221360.0,4422600.0,6784268.0,,,8241720.0,4.0,21.0,1.9,3.3,55.8,0.5,1.1,48.0,0.5,1.0,47.8,0.4,0.7,53.3,0.7,1.9,39.5,1.5,3.9,39.3,PHI
238,Jared Rhoden,25.0,SG,5.0,0.0,2.6,0.4,1.8,0.222,0.0,0.4,0.0,0.4,1.4,0.286,0.222,0.0,0.0,,0.4,0.4,0.8,0.4,0.2,0.0,0.2,0.2,0.8,,,,,,,,,,25.0,0.3,1.0,33.3,1.0,1.0,100.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,TOR
239,Jaren Jackson Jr.,25.0,C,55.0,55.0,29.6,8.2,16.7,0.492,1.9,5.2,0.354,6.3,11.4,0.555,0.547,4.5,5.9,0.771,1.4,4.6,6.0,2.2,1.3,1.7,2.2,3.4,22.8,64.0,25257798.0,23413395.0,,,,,48671193.0,2.0,25.0,2.4,3.8,63.6,2.9,5.5,51.9,1.0,1.9,50.0,0.0,0.1,33.3,0.6,1.7,35.9,1.3,3.4,38.0,MEM
240,Jarred Vanderbilt,25.0,PF,11.0,0.0,15.3,1.2,2.6,0.448,0.2,0.7,0.25,1.0,1.9,0.524,0.483,0.4,0.9,0.4,1.8,3.6,5.5,1.2,1.2,0.1,0.9,1.8,2.9,157.0,10714286.0,11571429.0,12428571.0,13285714.0,,,34714286.0,4.0,25.0,1.1,2.0,55.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,25.0,0.0,0.0,0.0,LAL
241,Jarrett Allen,26.0,C,57.0,57.0,28.7,5.6,7.9,0.707,0.0,0.1,0.0,5.6,7.8,0.711,0.707,2.4,3.3,0.734,2.7,7.6,10.4,2.0,0.9,0.9,1.2,1.5,13.6,85.0,20000000.0,20000000.0,28000000.0,30240000.0,32480000.0,,130720000.0,5.0,26.0,4.3,5.7,75.2,1.1,1.6,67.0,0.2,0.4,41.7,0.0,0.1,25.0,0.0,0.1,0.0,0.0,0.0,0.0,CLE
242,Javonte Green,31.0,SG,50.0,18.0,21.8,2.0,4.5,0.446,0.8,2.2,0.352,1.2,2.3,0.534,0.531,1.0,1.3,0.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,386.0,2087519.0,,,,,,2087519.0,1.0,31.0,1.1,1.8,61.1,0.1,0.3,35.3,0.0,0.1,14.3,0.0,0.0,0.0,0.5,1.4,36.2,0.3,0.8,32.5,NOP
243,Jaxson Hayes,24.0,C,34.0,13.0,18.2,2.4,3.5,0.697,0.0,0.1,0.0,2.4,3.4,0.709,0.697,1.0,1.4,0.729,1.3,2.9,4.2,1.1,0.6,0.9,0.7,2.1,5.9,337.0,2463946.0,,,,,,2463946.0,1.0,24.0,2.3,3.0,76.0,0.1,0.3,36.4,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAL
244,Jay Huff,26.0,C,47.0,1.0,12.2,2.6,4.9,0.522,1.4,3.3,0.418,1.2,1.6,0.727,0.661,0.8,1.0,0.771,0.5,1.6,2.1,0.6,0.2,0.9,0.6,1.3,7.3,365.0,2088033.0,2349578.0,2667944.0,3005085.0,,,4437611.0,4.0,27.0,1.1,1.3,81.0,0.1,0.1,66.7,0.0,0.1,33.3,0.0,0.1,0.0,0.5,1.3,38.2,1.0,2.2,43.0,MEM
245,Jaylen Brown,28.0,SF,48.0,48.0,35.1,8.5,18.4,0.462,1.9,6.0,0.323,6.6,12.4,0.529,0.515,3.9,5.2,0.752,1.5,4.6,6.1,4.8,1.2,0.3,2.6,2.6,22.9,6.0,49205800.0,53142264.0,57078728.0,61015192.0,64951656.0,,2375798559.0,5.0,28.0,3.8,6.2,61.5,1.0,2.4,43.4,1.0,2.1,47.0,0.6,1.5,40.8,0.7,1.7,39.5,1.3,4.2,31.3,BOS
246,Jaylen Clark,23.0,SG,16.0,2.0,14.9,1.8,3.9,0.46,0.7,1.6,0.423,1.1,2.3,0.486,0.548,0.8,1.0,0.75,0.9,0.7,1.6,0.5,1.0,0.1,0.1,1.6,5.1,,,,,,,,,,23.0,0.7,1.6,43.5,0.2,0.4,50.0,0.1,0.1,50.0,0.0,0.1,0.0,0.5,1.4,36.8,0.1,0.3,50.0,MIN
247,Jaylen Martin,21.0,SF,4.0,0.0,1.8,0.3,1.0,0.25,0.3,0.3,1.0,0.0,0.8,0.0,0.375,0.0,0.0,,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS
248,Jaylen Nowell,25.0,SG,8.0,0.0,21.0,3.3,9.1,0.356,1.0,3.4,0.296,2.3,5.8,0.391,0.411,0.9,1.4,0.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,475.0,446743.0,,,,,,278782.0,1.0,25.0,0.9,1.6,53.8,0.6,2.3,27.8,0.8,1.4,54.5,0.0,0.4,0.0,0.5,1.4,36.4,0.5,2.1,23.5,NOP
249,Jaylen Nowell,25.0,SG,8.0,0.0,21.0,3.3,9.1,0.356,1.0,3.4,0.296,2.3,5.8,0.391,0.411,0.9,1.4,0.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,479.0,446743.0,,,,,,167961.0,1.0,25.0,0.9,1.6,53.8,0.6,2.3,27.8,0.8,1.4,54.5,0.0,0.4,0.0,0.5,1.4,36.4,0.5,2.1,23.5,NOP
250,Jaylen Wells,21.0,SG,57.0,52.0,25.6,4.0,8.9,0.448,1.8,4.9,0.374,2.1,4.0,0.54,0.551,1.5,1.8,0.824,1.1,2.1,3.2,1.6,0.6,0.1,0.9,1.9,11.3,443.0,1157153.0,1955377.0,2296271.0,2486995.0,,,3112530.0,4.0,21.0,1.1,1.9,57.8,0.4,0.9,49.0,0.3,0.5,67.9,0.1,0.3,50.0,1.1,2.9,38.5,0.8,2.4,34.3,MEM
251,Jaylin Williams,22.0,PF,27.0,5.0,16.8,1.9,5.0,0.382,1.1,3.5,0.309,0.9,1.6,0.548,0.489,0.4,0.4,1.0,1.3,4.4,5.7,2.4,0.4,0.7,0.8,1.9,5.3,408.0,2019699.0,2187451.0,,,,,2019699.0,2.0,22.0,0.6,1.1,56.7,0.1,0.2,33.3,0.1,0.2,80.0,0.0,0.0,0.0,0.3,0.9,28.0,0.8,2.5,30.9,OKC
252,Jaylon Tyson,22.0,SG,37.0,2.0,9.5,1.2,2.6,0.458,0.4,1.0,0.368,0.8,1.6,0.517,0.531,0.4,0.5,0.778,0.8,1.3,2.1,0.9,0.2,0.1,0.5,1.1,3.1,291.0,3326160.0,3492480.0,3658560.0,5641500.0,,,6818640.0,4.0,22.0,0.6,1.0,58.3,0.2,0.5,44.4,0.0,0.1,25.0,0.0,0.0,0.0,0.2,0.7,34.8,0.2,0.4,40.0,CLE
253,Jayson Tatum,26.0,PF,54.0,54.0,36.4,9.0,20.0,0.453,3.6,10.1,0.356,5.4,9.9,0.552,0.543,5.1,6.4,0.8,0.6,8.2,8.8,5.7,1.1,0.5,2.8,2.2,26.8,39.0,34848340.0,54126450.0,58456566.0,62786682.0,67116798.0,71446914.0,277334836.0,6.0,26.0,3.8,5.6,67.4,0.5,1.2,40.3,0.5,1.3,41.8,0.5,1.5,31.2,0.6,1.7,37.8,3.1,8.3,37.1,BOS
254,Jazian Gortman,21.0,PG,16.0,0.0,3.6,0.6,1.4,0.391,0.3,0.7,0.364,0.3,0.8,0.417,0.478,0.1,0.3,0.5,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,,,,,,,,,21.0,0.2,0.4,50.0,0.1,0.3,33.3,0.0,0.3,0.0,0.1,0.2,50.0,0.5,0.8,55.6,0.0,0.3,0.0,DAL
255,Jeff Green,38.0,PF,17.0,2.0,12.3,2.0,3.8,0.531,0.8,2.4,0.341,1.2,1.4,0.87,0.641,0.9,1.1,0.833,0.3,1.3,1.6,0.4,0.2,0.1,0.3,1.0,5.7,195.0,8000000.0,,,,,,8000000.0,1.0,38.0,0.5,0.5,100.0,0.3,0.4,83.3,0.3,0.4,66.7,0.1,0.1,100.0,0.5,1.5,36.4,0.1,0.8,15.4,HOU
256,Jerami Grant,30.0,PF,43.0,43.0,32.3,4.6,12.2,0.375,2.2,6.1,0.366,2.3,6.1,0.383,0.467,2.9,3.4,0.845,0.6,2.8,3.4,2.2,0.9,1.0,1.4,2.4,14.3,51.0,29793104.0,32000001.0,34206898.0,36413790.0,,,96000003.0,4.0,30.0,1.6,3.6,44.0,0.3,1.0,28.6,0.2,0.8,31.3,0.2,0.7,32.3,1.2,3.0,39.2,1.1,3.1,34.8,POR
257,Jeremiah Robinson-Earl,24.0,PF,45.0,6.0,17.6,2.1,4.8,0.444,0.7,2.2,0.33,1.4,2.5,0.544,0.521,0.7,0.8,0.865,1.7,2.9,4.6,1.2,0.6,0.1,0.7,1.2,5.7,350.0,2196970.0,,,,,,2196970.0,1.0,24.0,1.2,1.9,61.2,0.0,0.3,18.2,0.1,0.2,33.3,0.1,0.2,57.1,0.6,1.5,37.3,0.2,0.8,26.5,NOP
258,Jeremy Sochan,21.0,PF,36.0,19.0,26.1,4.6,8.5,0.541,0.5,1.6,0.339,4.1,7.0,0.586,0.572,1.6,2.3,0.699,2.4,4.6,7.0,2.6,0.9,0.5,1.6,2.4,11.4,232.0,5570040.0,7096231.0,,,,,12666271.0,2.0,21.0,3.8,5.7,66.8,0.1,0.8,17.9,0.1,0.3,41.7,0.1,0.1,40.0,0.4,0.9,39.4,0.2,0.7,26.1,SAS
259,Jericho Sims,26.0,C,42.0,5.0,11.2,0.7,1.1,0.604,0.0,0.0,,0.7,1.1,0.604,0.604,0.2,0.3,0.615,1.3,2.0,3.3,0.6,0.2,0.3,0.6,1.2,1.6,364.0,2092344.0,,,,,,2092344.0,1.0,26.0,0.7,1.1,64.3,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIL
260,Jett Howard,21.0,SF,47.0,0.0,11.3,1.6,4.3,0.37,1.0,3.1,0.317,0.6,1.2,0.509,0.485,0.3,0.4,0.75,0.4,0.8,1.2,0.8,0.2,0.2,0.5,1.0,4.4,237.0,5278320.0,5529720.0,7337939.0,,,,10808040.0,3.0,21.0,0.3,0.5,56.5,0.1,0.3,38.5,0.1,0.1,75.0,0.1,0.3,45.5,0.5,1.2,38.5,0.6,2.0,29.5,ORL
